"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"01.06.2023","935,00","937,00","941,00","932,00","0,35K","0,11%"
"31.05.2023","934,00","937,00","950,00","930,00","0,59K","-15,01%"
"30.05.2023","1.099,00","1.099,00","1.099,00","1.099,00","0,00K","0,00%"
"26.05.2023","1.099,00","1.099,00","1.099,00","1.099,00","","0,00%"
"25.05.2023","1.099,00","1.096,00","1.096,00","1.096,00","0,00K","0,00%"
"24.05.2023","1.099,00","1.093,00","1.099,00","1.093,00","0,07K","0,83%"
"23.05.2023","1.090,00","1.086,00","1.086,00","1.086,00","0,00K","0,00%"
"22.05.2023","1.090,00","1.090,00","1.090,00","1.090,00","0,01K","-0,37%"
"19.05.2023","1.094,00","1.094,00","1.094,00","1.094,00","","-0,18%"
"18.05.2023","1.096,00","1.094,00","1.101,00","1.094,00","0,02K","0,37%"
"17.05.2023","1.092,00","1.092,00","1.092,00","1.092,00","","-0,09%"
"16.05.2023","1.093,00","1.093,00","1.094,00","1.093,00","0,02K","0,00%"
"15.05.2023","1.093,00","1.095,00","1.095,00","1.092,00","0,04K","-0,27%"
"12.05.2023","1.096,00","1.090,00","1.096,00","1.090,00","0,06K","0,09%"
"11.05.2023","1.095,00","1.091,00","1.095,00","1.091,00","0,21K","0,00%"
"10.05.2023","1.095,00","1.090,00","1.095,00","1.089,00","0,06K","-0,36%"
"09.05.2023","1.099,00","1.105,00","1.105,00","1.096,00","0,08K","-0,54%"
"08.05.2023","1.105,00","1.108,00","1.108,00","1.105,00","0,05K","0,36%"
"05.05.2023","1.101,00","1.090,00","1.105,00","1.090,00","0,10K","0,46%"
"04.05.2023","1.096,00","1.115,00","1.115,00","1.096,00","0,04K","-0,81%"
"03.05.2023","1.105,00","1.092,00","1.118,00","1.092,00","0,25K","1,75%"
"02.05.2023","1.086,00","1.077,00","1.095,00","1.075,00","0,09K","1,50%"
"01.05.2023","1.070,00","1.078,00","1.083,00","1.076,00","0,09K","0,09%"
"28.04.2023","1.069,00","1.070,00","1.072,00","1.067,00","0,18K","-0,47%"
"27.04.2023","1.074,00","1.073,00","1.083,00","1.073,00","0,14K","0,09%"
"26.04.2023","1.073,00","1.070,00","1.083,00","1.065,00","0,35K","-8,76%"
"25.04.2023","1.176,00","1.176,00","1.176,00","1.176,00","0,00K","-0,08%"
"24.04.2023","1.177,00","1.177,00","1.177,00","1.177,00","0,00K","-0,08%"
"21.04.2023","1.178,00","1.178,00","1.178,00","1.175,00","0,03K","0,17%"
"20.04.2023","1.176,00","1.180,00","1.180,00","1.180,00","0,01K","0,00%"
"19.04.2023","1.176,00","1.175,00","1.177,00","1.175,00","0,02K","0,09%"
"18.04.2023","1.175,00","1.176,00","1.180,00","1.175,00","0,02K","0,00%"
"17.04.2023","1.175,00","1.174,00","1.176,00","1.174,00","0,04K","0,00%"
"14.04.2023","1.175,00","1.175,00","1.178,00","1.172,00","0,06K","-0,42%"
"13.04.2023","1.180,00","1.183,00","1.185,00","1.177,00","0,07K","-0,34%"
"12.04.2023","1.184,00","1.171,00","1.185,00","1.161,00","0,14K","1,63%"
"11.04.2023","1.165,00","1.161,00","1.168,00","1.161,00","0,01K","-0,09%"
"10.04.2023","1.166,00","1.166,00","1.166,00","1.166,00","","0,00%"
"06.04.2023","1.166,00","1.167,00","1.175,00","1.160,00","0,05K","0,34%"
"05.04.2023","1.162,00","1.173,00","1.175,00","1.150,00","0,18K","-0,77%"
"04.04.2023","1.171,00","1.195,00","1.195,00","1.169,00","0,09K","-0,34%"
"03.04.2023","1.175,00","1.151,00","1.200,00","1.150,00","0,38K","0,95%"
"31.03.2023","1.164,00","1.163,00","1.165,00","1.150,00","0,14K","-0,09%"
"30.03.2023","1.165,00","1.170,00","1.170,00","1.165,00","0,11K","-0,43%"
"29.03.2023","1.170,00","1.180,00","1.181,00","1.160,00","0,19K","12,93%"
"28.03.2023","1.036,00","1.058,00","1.058,00","1.057,00","0,02K","-2,26%"
"27.03.2023","1.060,00","1.061,00","1.061,00","1.060,00","0,00K","0,28%"
"24.03.2023","1.057,00","1.057,00","1.057,00","1.057,00","","0,09%"
"23.03.2023","1.056,00","1.055,00","1.060,00","1.055,00","0,01K","-0,19%"
"22.03.2023","1.058,00","1.060,00","1.060,00","1.060,00","0,01K","0,19%"
"21.03.2023","1.056,00","1.056,00","1.056,00","1.056,00","","0,09%"
"20.03.2023","1.055,00","1.072,00","1.072,00","1.055,00","0,02K","-0,09%"
"17.03.2023","1.056,00","1.056,00","1.056,00","1.056,00","","0,00%"
"16.03.2023","1.056,00","1.060,00","1.061,00","1.055,00","0,04K","-0,56%"
"15.03.2023","1.062,00","1.060,00","1.066,00","1.058,00","0,10K","-1,21%"
"14.03.2023","1.075,00","1.067,00","1.068,00","1.062,00","0,11K","1,90%"
"13.03.2023","1.055,00","1.057,00","1.057,00","1.055,00","0,02K","-0,09%"
"10.03.2023","1.056,00","1.075,00","1.075,00","1.050,00","0,01K","-0,38%"
"09.03.2023","1.060,00","1.069,00","1.075,00","1.060,00","0,08K","-0,47%"
"08.03.2023","1.065,00","1.059,00","1.065,00","1.056,00","0,04K","1,43%"
"07.03.2023","1.050,00","1.058,00","1.062,00","1.042,00","0,01K","-0,94%"
"06.03.2023","1.060,00","1.060,00","1.065,00","1.059,00","0,04K","0,95%"
"03.03.2023","1.050,00","1.045,00","1.055,00","1.041,00","0,03K","0,10%"
"02.03.2023","1.049,00","1.040,00","1.055,00","1.040,00","0,03K","2,04%"
"01.03.2023","1.028,00","1.002,00","1.040,00","1.002,00","0,09K","-2,47%"
"28.02.2023","1.054,00","1.065,00","1.065,00","1.045,00","0,04K","0,96%"
"27.02.2023","1.044,00","1.020,00","1.070,00","1.015,00","0,40K","2,35%"
"24.02.2023","1.020,00","1.000,00","1.030,00","1.000,00","0,39K","3,45%"
"23.02.2023","986,00","970,00","999,00","956,00","0,20K","2,49%"
"22.02.2023","962,00","940,00","975,00","937,00","0,49K","22,24%"
"21.02.2023","787,00","800,00","801,00","800,00","0,01K","-1,63%"
"20.02.2023","800,00","800,00","800,00","800,00","","0,25%"
"17.02.2023","798,00","801,00","803,00","798,00","0,08K","-0,75%"
"16.02.2023","804,00","802,00","804,00","801,00","0,02K","0,25%"
"15.02.2023","802,00","804,00","806,00","800,00","0,13K","-0,25%"
"14.02.2023","804,00","804,00","806,00","802,00","0,04K","-0,12%"
"13.02.2023","805,00","803,00","806,00","803,00","0,07K","0,88%"
"10.02.2023","798,00","799,00","801,00","797,00","0,12K","-0,62%"
"09.02.2023","803,00","803,00","804,00","798,00","0,05K","0,38%"
"08.02.2023","800,00","797,00","799,00","795,00","0,01K","-0,25%"
"07.02.2023","802,00","794,00","805,00","794,00","0,09K","1,13%"
"06.02.2023","793,00","790,00","797,00","788,00","0,06K","-0,50%"
"03.02.2023","797,00","797,00","798,00","793,00","0,01K","0,25%"
"02.02.2023","795,00","790,00","798,00","790,00","0,07K","0,89%"
"01.02.2023","788,00","786,00","791,00","785,00","0,05K","0,00%"
"31.01.2023","788,00","786,00","790,00","786,00","0,12K","0,00%"
"30.01.2023","788,00","783,00","790,00","783,00","0,10K","1,68%"
"27.01.2023","775,00","775,00","782,00","775,00","0,05K","0,00%"
"26.01.2023","775,00","778,00","778,00","775,00","0,06K","-0,64%"
"25.01.2023","780,00","776,00","780,00","773,00","0,10K","10,64%"
"24.01.2023","705,00","705,00","705,00","705,00","","-1,26%"
"23.01.2023","714,00","715,00","715,00","713,00","0,01K","-0,14%"
"20.01.2023","715,00","712,00","712,00","712,00","0,00K","-0,42%"
"19.01.2023","718,00","716,00","718,00","714,00","0,02K","0,42%"
"18.01.2023","715,00","727,00","727,00","715,00","0,04K","-2,05%"
"17.01.2023","730,00","723,00","730,00","723,00","0,15K","0,69%"
"16.01.2023","725,00","723,00","725,00","723,00","0,12K","0,00%"
"13.01.2023","725,00","721,00","732,00","721,00","0,09K","-0,41%"
"12.01.2023","728,00","726,00","729,00","723,00","0,03K","-0,14%"
"11.01.2023","729,00","735,00","735,00","722,00","0,60K","-0,14%"
"10.01.2023","730,00","734,00","734,00","724,00","0,32K","0,00%"
"09.01.2023","730,00","730,00","735,00","713,00","0,14K","0,00%"
"06.01.2023","730,00","728,00","731,00","725,00","0,02K","0,69%"
"05.01.2023","725,00","728,00","730,00","725,00","0,10K","0,28%"
"04.01.2023","723,00","726,00","728,00","717,00","0,11K","0,14%"
"03.01.2023","722,00","744,00","744,00","720,00","0,13K","-2,96%"
