fecha,precio_interno_carga,precio_almendra_sana,incentivo_calidad
2009-06-24,645500,6552.0,70.0
2009-06-25,633000,6419.0,70.0
2009-06-26,655375,6657.0,70.0
2009-06-27,655375,6657.0,70.0
2009-06-28,655375,6657.0,70.0
2009-06-29,655375,6657.0,70.0
2009-06-30,648875,6588.0,70.0
2009-07-01,627500,6360.0,70.0
2009-07-02,638750,6480.0,70.0
2009-07-03,673500,6851.0,70.0
2009-07-04,673500,6851.0,70.0
2009-07-05,673500,6851.0,70.0
2009-07-06,658625,6692.0,70.0
2009-07-07,654125,6644.0,70.0
2009-07-08,652000,6621.0,70.0
2009-07-09,654000,6643.0,70.0
2009-07-10,652000,6621.0,70.0
2009-07-11,652000,6621.0,70.0
2009-07-12,652000,6621.0,70.0
2009-07-13,639375,6487.0,70.0
2009-07-14,631125,6399.0,70.0
2009-07-15,634250,6432.0,70.0
2009-07-16,622625,6308.0,70.0
2009-07-17,631375,6401.0,70.0
2009-07-18,631375,6401.0,70.0
2009-07-19,631375,6401.0,70.0
2009-07-20,633125,6420.0,70.0
2009-07-21,638000,6472.0,70.0
2009-07-22,625625,6340.0,70.0
2009-07-23,630125,6388.0,70.0
2009-07-24,624625,6329.0,70.0
2009-07-25,624625,6329.0,70.0
2009-07-26,624625,6329.0,70.0
2009-07-27,633875,6428.0,70.0
2009-07-28,636500,6456.0,70.0
2009-07-29,653875,6641.0,70.0
2009-07-30,650125,6601.0,70.0
2009-07-31,652625,6628.0,70.0
2009-08-01,652625,6628.0,70.0
2009-08-02,652625,6628.0,70.0
2009-08-03,652625,6628.0,70.0
2009-08-04,652625,6628.0,70.0
2009-08-05,680500,6925.0,70.0
2009-08-06,700125,7135.0,70.0
2009-08-07,705125,7188.0,70.0
2009-08-08,705125,7188.0,70.0
2009-08-09,705125,7188.0,70.0
2009-08-10,705750,7195.0,70.0
2009-08-11,709875,7239.0,70.0
2009-08-12,705125,7188.0,70.0
2009-08-13,692875,7057.0,70.0
2009-08-14,687875,7004.0,70.0
2009-08-15,687875,7004.0,70.0
2009-08-16,687875,7004.0,70.0
2009-08-17,668125,6793.0,70.0
2009-08-18,678750,6907.0,70.0
2009-08-19,679875,6919.0,70.0
2009-08-20,669375,6807.0,70.0
2009-08-21,660125,6708.0,70.0
2009-08-22,660125,6708.0,70.0
2009-08-23,660125,6708.0,70.0
2009-08-24,650000,6600.0,70.0
2009-08-25,647625,6575.0,70.0
2009-08-26,659625,6703.0,70.0
2009-08-27,649125,6591.0,70.0
2009-08-28,645250,6549.0,70.0
2009-08-29,645250,6549.0,70.0
2009-08-30,645250,6549.0,70.0
2009-08-31,645625,6553.0,70.0
2009-09-01,644625,6543.0,70.0
2009-09-02,644250,6539.0,70.0
2009-09-03,638500,6477.0,70.0
2009-09-04,639000,6483.0,70.0
2009-09-05,639000,6483.0,70.0
2009-09-06,639000,6483.0,70.0
2009-09-07,634000,6429.0,70.0
2009-09-08,635000,6440.0,70.0
2009-09-09,633500,6424.0,70.0
2009-09-10,618125,6293.0,70.0
2009-09-11,609875,6205.0,70.0
2009-09-12,609875,6205.0,70.0
2009-09-13,609875,6205.0,70.0
2009-09-14,633500,6457.0,70.0
2009-09-15,632250,6444.0,70.0
2009-09-16,624125,6357.0,70.0
2009-09-17,632125,6443.0,70.0
2009-09-18,628875,6408.0,70.0
2009-09-19,628875,6408.0,70.0
2009-09-20,628875,6408.0,70.0
2009-09-21,619375,6340.0,70.0
2009-09-22,618875,6335.0,70.0
2009-09-23,610375,6244.0,70.0
2009-09-24,581875,5973.0,70.0
2009-09-25,568000,5825.0,70.0
2009-09-26,568000,5825.0,70.0
2009-09-27,568000,5825.0,70.0
2009-09-28,561375,5755.0,70.0
2009-09-29,558875,5728.0,70.0
2009-09-30,555625,5693.0,70.0
2009-10-01,539875,5525.0,70.0
2009-10-02,550125,5635.0,70.0
2009-10-03,550125,5635.0,70.0
2009-10-04,550125,5635.0,70.0
2009-10-05,549750,5631.0,70.0
2009-10-06,559125,5731.0,70.0
2009-10-07,554250,5712.0,70.0
2009-10-08,556250,5733.0,70.0
2009-10-09,551375,5681.0,70.0
2009-10-10,551375,5681.0,70.0
2009-10-11,551375,5681.0,70.0
2009-10-12,555875,5729.0,70.0
2009-10-13,549375,5660.0,70.0
2009-10-14,553500,5704.0,70.0
2009-10-15,554125,5711.0,70.0
2009-10-16,578000,5965.0,70.0
2009-10-17,578000,5965.0,70.0
2009-10-18,578000,5965.0,70.0
2009-10-19,585875,6049.0,70.0
2009-10-20,592750,6123.0,70.0
2009-10-21,594750,6144.0,70.0
2009-10-22,590500,6099.0,70.0
2009-10-23,563000,5805.0,70.0
2009-10-24,563000,5805.0,70.0
2009-10-25,563000,5805.0,70.0
2009-10-26,569625,5876.0,70.0
2009-10-27,579875,5985.0,70.0
2009-10-28,584375,6033.0,70.0
2009-10-29,578375,5969.0,70.0
2009-10-30,580500,5992.0,70.0
2009-10-31,580500,5992.0,70.0
2009-11-01,580500,5992.0,70.0
2009-11-02,600250,6203.0,70.0
2009-11-03,599000,6189.0,70.0
2009-11-04,595125,6148.0,70.0
2009-11-05,600125,6201.0,70.0
2009-11-06,599000,6189.0,70.0
2009-11-07,599000,6189.0,70.0
2009-11-08,599000,6189.0,70.0
2009-11-09,599500,6195.0,70.0
2009-11-10,592000,6115.0,70.0
2009-11-11,585000,6040.0,70.0
2009-11-12,577875,5964.0,70.0
2009-11-13,580250,5989.0,70.0
2009-11-14,580250,5989.0,70.0
2009-11-15,580250,5989.0,70.0
2009-11-16,600125,6201.0,70.0
2009-11-17,592375,6119.0,70.0
2009-11-18,590875,6103.0,70.0
2009-11-19,585125,6041.0,70.0
2009-11-20,575000,5933.0,70.0
2009-11-21,575000,5933.0,70.0
2009-11-22,575000,5933.0,70.0
2009-11-23,579500,5981.0,70.0
2009-11-24,579500,5981.0,70.0
2009-11-25,588625,6079.0,70.0
2009-11-26,588625,6079.0,70.0
2009-11-27,610125,6241.0,70.0
2009-11-28,610125,6241.0,70.0
2009-11-29,610125,6241.0,70.0
2009-11-30,620000,6347.0,70.0
2009-12-01,620000,6347.0,70.0
2009-12-02,640000,6560.0,70.0
2009-12-03,644125,6604.0,70.0
2009-12-04,638625,6545.0,70.0
2009-12-05,638625,6545.0,70.0
2009-12-06,638625,6545.0,70.0
2009-12-07,648125,6647.0,70.0
2009-12-08,637875,6537.0,70.0
2009-12-09,645125,6615.0,70.0
2009-12-10,648375,6649.0,70.0
2009-12-11,650000,6667.0,70.0
2009-12-12,650000,6667.0,70.0
2009-12-13,650000,6667.0,70.0
2009-12-14,660125,6775.0,70.0
2009-12-15,675125,6935.0,70.0
2009-12-16,700000,7200.0,70.0
2009-12-17,698125,7180.0,70.0
2009-12-18,700500,7205.0,70.0
2009-12-19,700500,7205.0,70.0
2009-12-20,700500,7205.0,70.0
2009-12-21,706000,7264.0,70.0
2009-12-22,700000,7200.0,70.0
2009-12-23,699750,7197.0,70.0
2009-12-24,700000,7200.0,70.0
2009-12-25,700000,7200.0,70.0
2009-12-26,700000,7200.0,70.0
2009-12-27,700000,7200.0,70.0
2009-12-28,695375,7151.0,70.0
2009-12-29,693000,7125.0,70.0
2009-12-30,693000,7125.0,70.0
2009-12-31,695125,7148.0,70.0
2010-01-01,695125,7148.0,70.0
2010-01-02,695125,7148.0,70.0
2010-01-03,695125,7148.0,70.0
2010-01-04,705000,7253.0,70.0
2010-01-05,690000,7093.0,70.0
2010-01-06,687000,7061.0,70.0
2010-01-07,689000,7083.0,70.0
2010-01-08,700625,7207.0,70.0
2010-01-09,700625,7207.0,70.0
2010-01-10,700625,7207.0,70.0
2010-01-11,694625,7143.0,70.0
2010-01-12,691625,7111.0,70.0
2010-01-13,715000,7360.0,70.0
2010-01-14,727875,7497.0,70.0
2010-01-15,729625,7516.0,70.0
2010-01-16,729625,7516.0,70.0
2010-01-17,729625,7516.0,70.0
2010-01-18,729625,7516.0,70.0
2010-01-19,724875,7465.0,70.0
2010-01-20,715125,7361.0,70.0
2010-01-21,711500,7323.0,70.0
2010-01-22,740500,7632.0,70.0
2010-01-23,740500,7632.0,70.0
2010-01-24,740500,7632.0,70.0
2010-01-25,741500,7576.0,70.0
2010-01-26,741875,7580.0,70.0
2010-01-27,730250,7456.0,70.0
2010-01-28,729000,7443.0,70.0
2010-01-29,732375,7479.0,70.0
2010-01-30,732375,7479.0,70.0
2010-01-31,732375,7479.0,70.0
2010-02-01,720000,7347.0,70.0
2010-02-02,720125,7348.0,70.0
2010-02-03,720375,7351.0,70.0
2010-02-04,720250,7349.0,70.0
2010-02-05,720000,7347.0,70.0
2010-02-06,720000,7347.0,70.0
2010-02-07,720000,7347.0,70.0
2010-02-08,722125,7369.0,70.0
2010-02-09,708250,7221.0,70.0
2010-02-10,699000,7123.0,70.0
2010-02-11,648750,6587.0,70.0
2010-02-12,633250,6421.0,70.0
2010-02-13,633250,6421.0,70.0
2010-02-14,633250,6421.0,70.0
2010-02-15,613250,6208.0,70.0
2010-02-16,651125,6612.0,70.0
2010-02-17,660000,6707.0,70.0
2010-02-18,667125,6783.0,70.0
2010-02-19,667125,6783.0,70.0
2010-02-20,667125,6783.0,70.0
2010-02-21,667125,6783.0,70.0
2010-02-22,652125,6623.0,70.0
2010-02-23,666000,6771.0,70.0
2010-02-24,675125,6868.0,70.0
2010-02-25,669125,6804.0,70.0
2010-02-26,675000,6867.0,70.0
2010-02-27,675000,6867.0,70.0
2010-02-28,675000,6867.0,70.0
2010-03-01,677000,6888.0,70.0
2010-03-02,675000,6867.0,70.0
2010-03-03,689250,7019.0,70.0
2010-03-04,678250,6901.0,70.0
2010-03-05,675500,6872.0,70.0
2010-03-06,675500,6872.0,70.0
2010-03-07,675500,6872.0,70.0
2010-03-08,681375,6935.0,70.0
2010-03-09,684750,6971.0,70.0
2010-03-10,682000,6941.0,70.0
2010-03-11,695750,7088.0,70.0
2010-03-12,696625,7097.0,70.0
2010-03-13,696625,7097.0,70.0
2010-03-14,696625,7097.0,70.0
2010-03-15,692375,7052.0,70.0
2010-03-16,700125,7135.0,70.0
2010-03-17,700225,7157.0,70.0
2010-03-18,710000,7240.0,70.0
2010-03-19,693125,7087.0,70.0
2010-03-20,693125,7087.0,70.0
2010-03-21,693125,7087.0,70.0
2010-03-22,694875,7105.0,70.0
2010-03-23,693125,7087.0,70.0
2010-03-24,687000,7021.0,70.0
2010-03-25,689500,7048.0,70.0
2010-03-26,687875,7031.0,70.0
2010-03-27,687875,7031.0,70.0
2010-03-28,687875,7031.0,70.0
2010-03-29,687875,7031.0,70.0
2010-03-30,686625,7057.0,70.0
2010-03-31,672250,6904.0,70.0
2010-04-01,672250,6904.0,70.0
2010-04-02,672250,6904.0,70.0
2010-04-03,672250,6904.0,70.0
2010-04-04,672250,6904.0,70.0
2010-04-05,680625,6993.0,70.0
2010-04-06,681250,7000.0,70.0
2010-04-07,681375,7001.0,70.0
2010-04-08,668000,6859.0,70.0
2010-04-09,666125,6839.0,70.0
2010-04-10,666125,6839.0,70.0
2010-04-11,666125,6839.0,70.0
2010-04-12,664375,6820.0,70.0
2010-04-13,664625,6823.0,70.0
2010-04-14,665500,6832.0,70.0
2010-04-15,661000,6784.0,70.0
2010-04-16,659250,6785.0,70.0
2010-04-17,659250,6785.0,70.0
2010-04-18,659250,6785.0,70.0
2010-04-19,650625,6693.0,70.0
2010-04-20,647375,6659.0,70.0
2010-04-21,649250,6679.0,70.0
2010-04-22,652250,6711.0,70.0
2010-04-23,641000,6591.0,70.0
2010-04-24,641000,6591.0,70.0
2010-04-25,641000,6591.0,70.0
2010-04-26,640500,6585.0,70.0
2010-04-27,641250,6593.0,70.0
2010-04-28,658000,6772.0,70.0
2010-04-29,654250,6732.0,70.0
2010-04-30,657000,6761.0,70.0
2010-05-01,657000,6761.0,70.0
2010-05-02,657000,6761.0,70.0
2010-05-03,672125,6923.0,70.0
2010-05-04,672125,6923.0,70.0
2010-05-05,674625,6949.0,70.0
2010-05-06,664750,6844.0,70.0
2010-05-07,675000,6953.0,70.0
2010-05-08,675000,6953.0,70.0
2010-05-09,675000,6953.0,70.0
2010-05-10,657500,6767.0,70.0
2010-05-11,668000,6879.0,70.0
2010-05-12,670125,6901.0,70.0
2010-05-13,662125,6816.0,70.0
2010-05-14,681500,7023.0,100.0
2010-05-15,681500,7023.0,100.0
2010-05-16,681500,7023.0,100.0
2010-05-17,673875,6941.0,100.0
2010-05-18,682500,7033.0,100.0
2010-05-19,681125,7019.0,100.0
2010-05-20,677250,6977.0,100.0
2010-05-21,681000,7017.0,100.0
2010-05-22,681000,7017.0,100.0
2010-05-23,681000,7017.0,100.0
2010-05-24,674750,6951.0,100.0
2010-05-25,683750,7047.0,100.0
2010-05-26,684000,7049.0,100.0
2010-05-27,689375,7107.0,100.0
2010-05-28,692750,7143.0,100.0
2010-05-29,692750,7143.0,100.0
2010-05-30,692750,7143.0,100.0
2010-05-31,692750,7143.0,100.0
2010-06-01,708625,7312.0,100.0
2010-06-02,710875,7336.0,100.0
2010-06-03,708375,7309.0,100.0
2010-06-04,716125,7392.0,100.0
2010-06-05,716125,7392.0,100.0
2010-06-06,716125,7392.0,100.0
2010-06-07,713375,7363.0,100.0
2010-06-08,712875,7357.0,100.0
2010-06-09,709625,7323.0,100.0
2010-06-10,718000,7412.0,100.0
2010-06-11,746625,7717.0,100.0
2010-06-12,746625,7717.0,100.0
2010-06-13,746625,7717.0,100.0
2010-06-14,755000,7807.0,100.0
2010-06-15,768500,7951.0,100.0
2010-06-16,751250,7767.0,100.0
2010-06-17,739250,7639.0,100.0
2010-06-18,761375,7875.0,100.0
2010-06-19,761375,7875.0,100.0
2010-06-20,761375,7875.0,100.0
2010-06-21,742500,7673.0,100.0
2010-06-22,760875,7869.0,70.0
2010-06-23,765250,7916.0,70.0
2010-06-24,784375,8120.0,70.0
2010-06-25,787250,8151.0,70.0
2010-06-26,787250,8151.0,70.0
2010-06-27,787250,8151.0,70.0
2010-06-28,810000,8393.0,70.0
2010-06-29,805000,8340.0,70.0
2010-06-30,810000,8393.0,70.0
2010-07-01,810000,8393.0,70.0
2010-07-02,800000,8287.0,70.0
2010-07-03,800000,8287.0,70.0
2010-07-04,800000,8287.0,70.0
2010-07-05,800000,8287.0,70.0
2010-07-06,786750,8145.0,70.0
2010-07-07,807250,8364.0,70.0
2010-07-08,795000,8233.0,70.0
2010-07-09,800000,8287.0,70.0
2010-07-10,800000,8287.0,70.0
2010-07-11,800000,8287.0,70.0
2010-07-12,798000,8265.0,70.0
2010-07-13,815000,8447.0,70.0
2010-07-14,817500,8473.0,70.0
2010-07-15,825750,8561.0,70.0
2010-07-16,826500,8569.0,70.0
2010-07-17,826500,8569.0,70.0
2010-07-18,826500,8569.0,70.0
2010-07-19,810125,8395.0,70.0
2010-07-20,791250,8193.0,70.0
2010-07-21,786625,8144.0,70.0
2010-07-22,800000,8287.0,70.0
2010-07-23,817125,8469.0,70.0
2010-07-24,817125,8469.0,70.0
2010-07-25,817125,8469.0,70.0
2010-07-26,810375,8397.0,70.0
2010-07-27,805000,8340.0,70.0
2010-07-28,815000,8447.0,70.0
2010-07-29,835000,8660.0,70.0
2010-07-30,845000,8767.0,53.0
2010-07-31,845000,8767.0,53.0
2010-08-01,845000,8767.0,53.0
2010-08-02,827500,8580.0,53.0
2010-08-03,812500,8420.0,53.0
2010-08-04,817250,8471.0,53.0
2010-08-05,814375,8440.0,53.0
2010-08-06,810000,8393.0,53.0
2010-08-07,810000,8393.0,53.0
2010-08-08,810000,8393.0,53.0
2010-08-09,815625,8453.0,53.0
2010-08-10,815625,8453.0,53.0
2010-08-11,818000,8479.0,53.0
2010-08-12,845000,8767.0,53.0
2010-08-13,849000,8809.0,53.0
2010-08-14,849000,8809.0,53.0
2010-08-15,849000,8809.0,53.0
2010-08-16,860000,8927.0,53.0
2010-08-17,841500,8729.0,53.0
2010-08-18,841000,8724.0,53.0
2010-08-19,850000,8820.0,53.0
2010-08-20,870500,9039.0,53.0
2010-08-21,870500,9039.0,53.0
2010-08-22,870500,9039.0,53.0
2010-08-23,860000,8927.0,53.0
2010-08-24,815000,8447.0,53.0
2010-08-25,800625,8293.0,53.0
2010-08-26,817500,8473.0,53.0
2010-08-27,835000,8660.0,53.0
2010-08-28,835000,8660.0,53.0
2010-08-29,835000,8660.0,53.0
2010-08-30,848750,8807.0,53.0
2010-08-31,840000,8713.0,53.0
2010-09-01,843500,8751.0,53.0
2010-09-02,843750,8753.0,53.0
2010-09-03,840125,8715.0,53.0
2010-09-04,840125,8715.0,53.0
2010-09-05,840125,8715.0,53.0
2010-09-06,840125,8715.0,53.0
2010-09-07,854125,8864.0,53.0
2010-09-08,846750,8785.0,53.0
2010-09-09,845000,8767.0,53.0
2010-09-10,840125,8715.0,53.0
2010-09-11,840125,8715.0,53.0
2010-09-12,840125,8715.0,53.0
2010-09-13,838500,8697.0,53.0
2010-09-14,843875,8755.0,53.0
2010-09-15,840000,8713.0,53.0
2010-09-16,803875,8328.0,53.0
2010-09-17,783000,8105.0,53.0
2010-09-18,783000,8105.0,53.0
2010-09-19,783000,8105.0,53.0
2010-09-20,756500,7823.0,53.0
2010-09-21,758125,7840.0,53.0
2010-09-22,753875,7795.0,53.0
2010-09-23,756750,7825.0,53.0
2010-09-24,741250,7660.0,53.0
2010-09-25,741250,7660.0,53.0
2010-09-26,741250,7660.0,53.0
2010-09-27,746375,7715.0,53.0
2010-09-28,765875,7923.0,53.0
2010-09-29,751500,7769.0,53.0
2010-09-30,746250,7713.0,53.0
2010-10-01,737250,7617.0,53.0
2010-10-02,737250,7617.0,53.0
2010-10-03,737250,7617.0,53.0
2010-10-04,710000,7327.0,53.0
2010-10-05,718375,7416.0,53.0
2010-10-06,709750,7324.0,53.0
2010-10-07,707000,7295.0,53.0
2010-10-08,736500,7609.0,53.0
2010-10-09,736500,7609.0,53.0
2010-10-10,736500,7609.0,53.0
2010-10-11,725000,7487.0,53.0
2010-10-12,743250,7681.0,53.0
2010-10-13,741250,7660.0,53.0
2010-10-14,750125,7755.0,53.0
2010-10-15,741875,7667.0,38.0
2010-10-16,741875,7667.0,38.0
2010-10-17,741875,7667.0,38.0
2010-10-18,735125,7595.0,53.0
2010-10-19,751500,7769.0,38.0
2010-10-20,763500,7897.0,38.0
2010-10-21,778875,8061.0,38.0
2010-10-22,772375,7992.0,38.0
2010-10-23,772375,7992.0,38.0
2010-10-24,772375,7992.0,38.0
2010-10-25,780000,8073.0,38.0
2010-10-26,790000,8180.0,38.0
2010-10-27,780000,8073.0,38.0
2010-10-28,763000,7892.0,38.0
2010-10-29,792375,8205.0,38.0
2010-10-30,792375,8205.0,38.0
2010-10-31,792375,8205.0,38.0
2010-11-01,781000,8084.0,38.0
2010-11-02,784000,8116.0,38.0
2010-11-03,760000,7860.0,38.0
2010-11-04,790000,8180.0,38.0
2010-11-05,783375,8109.0,38.0
2010-11-06,783375,8109.0,38.0
2010-11-07,783375,8109.0,38.0
2010-11-08,799500,8281.0,38.0
2010-11-09,815000,8447.0,38.0
2010-11-10,810875,8403.0,38.0
2010-11-11,790000,8180.0,38.0
2010-11-12,780250,8076.0,38.0
2010-11-13,780250,8076.0,38.0
2010-11-14,780250,8076.0,38.0
2010-11-15,787500,8080.0,38.0
2010-11-16,775000,8050.0,38.0
2010-11-17,778125,8053.0,38.0
2010-11-18,800000,8287.0,38.0
2010-11-19,805000,8340.0,38.0
2010-11-20,805000,8340.0,38.0
2010-11-21,805000,8340.0,38.0
2010-11-22,795000,8233.0,38.0
2010-11-23,807000,8361.0,38.0
2010-11-24,790000,8180.0,38.0
2010-11-25,790000,8180.0,38.0
2010-11-26,785000,8127.0,38.0
2010-11-27,785000,8127.0,38.0
2010-11-28,785000,8127.0,38.0
2010-11-29,790000,8180.0,38.0
2010-11-30,805000,8340.0,38.0
2010-12-01,810000,8393.0,38.0
2010-12-02,805000,8340.0,38.0
2010-12-03,807500,8367.0,38.0
2010-12-04,807500,8367.0,38.0
2010-12-05,807500,8367.0,38.0
2010-12-06,821750,8519.0,38.0
2010-12-07,826750,8572.0,38.0
2010-12-08,810500,8399.0,38.0
2010-12-09,815000,3447.0,38.0
2010-12-10,841750,8679.0,38.0
2010-12-11,841750,8679.0,38.0
2010-12-12,841750,8679.0,38.0
2010-12-13,865000,8927.0,38.0
2010-12-14,880000,9087.0,38.0
2010-12-15,892500,9220.0,38.0
2010-12-16,901875,9320.0,38.0
2010-12-17,951625,9851.0,38.0
2010-12-18,951625,9851.0,38.0
2010-12-19,951625,9851.0,38.0
2010-12-20,955000,9887.0,53.0
2010-12-21,986500,10223.0,53.0
2010-12-22,970000,10047.0,53.0
2010-12-23,950000,9833.0,53.0
2010-12-24,950000,9833.0,53.0
2010-12-25,950000,9833.0,53.0
2010-12-26,950000,9833.0,53.0
2010-12-27,970000,10047.0,53.0
2010-12-28,986750,10225.0,53.0
2010-12-29,965000,9993.0,53.0
2010-12-30,952500,9860.0,53.0
2010-12-31,977500,10127.0,53.0
2011-01-01,977500,10127.0,53.0
2011-01-02,977500,10127.0,53.0
2011-01-03,977500,10127.0,53.0
2011-01-04,946125,9792.0,53.0
2011-01-05,939875,9725.0,53.0
2011-01-06,930750,9628.0,53.0
2011-01-07,940000,9727.0,53.0
2011-01-08,940000,9727.0,53.0
2011-01-09,940000,9727.0,53.0
2011-01-10,944625,9776.0,53.0
2011-01-11,951750,9852.0,53.0
2011-01-12,965125,9995.0,53.0
2011-01-13,960000,9940.0,53.0
2011-01-14,955125,9888.0,53.0
2011-01-15,955125,9888.0,53.0
2011-01-16,955125,9888.0,53.0
2011-01-17,955125,9888.0,53.0
2011-01-18,940000,9727.0,53.0
2011-01-19,919750,9511.0,53.0
2011-01-20,922250,9537.0,53.0
2011-01-21,950000,9833.0,53.0
2011-01-22,950000,9833.0,53.0
2011-01-23,950000,9833.0,53.0
2011-01-24,935000,9673.0,53.0
2011-01-25,910000,9407.0,53.0
2011-01-26,936500,9689.0,53.0
2011-01-27,933250,9655.0,53.0
2011-01-28,960000,9940.0,53.0
2011-01-29,960000,9940.0,53.0
2011-01-30,960000,9940.0,53.0
2011-01-31,960000,9940.0,53.0
2011-02-01,967000,10015.0,53.0
2011-02-02,976000,10111.0,53.0
2011-02-03,983375,10189.0,53.0
2011-02-04,980000,10153.0,53.0
2011-02-05,980000,10153.0,53.0
2011-02-06,980000,10153.0,53.0
2011-02-07,979500,10148.0,53.0
2011-02-08,979625,10149.0,53.0
2011-02-09,992625,10288.0,53.0
2011-02-10,993750,10300.0,53.0
2011-02-11,981750,10172.0,53.0
2011-02-12,981750,10172.0,53.0
2011-02-13,981750,10172.0,53.0
2011-02-14,988500,10244.0,53.0
2011-02-15,985000,10207.0,53.0
2011-02-16,1020000,10580.0,53.0
2011-02-17,1055375,10957.0,53.0
2011-02-18,1065000,11060.0,53.0
2011-02-19,1065000,11060.0,53.0
2011-02-20,1065000,11060.0,53.0
2011-02-21,1065000,11060.0,53.0
2011-02-22,1090000,11327.0,53.0
2011-02-23,1084050,11268.0,53.0
2011-02-24,1076000,11777.0,53.0
2011-02-25,1089250,11319.0,53.0
2011-02-26,1089250,11319.0,53.0
2011-02-27,1089250,11319.0,53.0
2011-02-28,1097000,11401.0,53.0
2011-03-01,1091000,11337.0,53.0
2011-03-02,1088500,11311.0,53.0
2011-03-03,1095000,11380.0,53.0
2011-03-04,1092250,11351.0,53.0
2011-03-05,1092250,11351.0,53.0
2011-03-06,1092250,11351.0,53.0
2011-03-07,1110000,11540.0,53.0
2011-03-08,1133500,11791.0,53.0
2011-03-09,1164375,12120.0,53.0
2011-03-10,1093500,11364.0,53.0
2011-03-11,1079500,11215.0,53.0
2011-03-12,1079500,11215.0,53.0
2011-03-13,1079500,11215.0,53.0
2011-03-14,1079500,11215.0,53.0
2011-03-15,1045750,10855.0,53.0
2011-03-16,1059250,10999.0,53.0
2011-03-17,1070625,11120.0,53.0
2011-03-18,1089625,11323.0,53.0
2011-03-19,1089625,11323.0,53.0
2011-03-20,1089625,11323.0,53.0
2011-03-21,1090000,11327.0,53.0
2011-03-22,1072375,11129.0,53.0
2011-03-23,1054000,11943.0,53.0
2011-03-24,1049875,10899.0,53.0
2011-03-25,1060250,11009.0,53.0
2011-03-26,1060250,11009.0,53.0
2011-03-27,1060250,11009.0,53.0
2011-03-28,1047375,10872.0,53.0
2011-03-29,1041000,10804.0,53.0
2011-03-30,1051750,10919.0,53.0
2011-03-31,1047000,10868.0,53.0
2011-04-01,1017865,10557.0,53.0
2011-04-02,1017865,10557.0,53.0
2011-04-03,1017865,10557.0,53.0
2011-04-04,1000000,10367.0,53.0
2011-04-05,1039000,10783.0,53.0
2011-04-06,1026500,10649.0,53.0
2011-04-07,1046500,10863.0,53.0
2011-04-08,1053125,10933.0,53.0
2011-04-09,1053125,10933.0,53.0
2011-04-10,1053125,10933.0,53.0
2011-04-11,1045500,10852.0,53.0
2011-04-12,1046875,10867.0,53.0
2011-04-13,1063625,11045.0,53.0
2011-04-14,1066250,11073.0,53.0
2011-04-15,1097375,11405.0,53.0
2011-04-16,1097375,11405.0,53.0
2011-04-17,1097375,11405.0,53.0
2011-04-18,1088625,11302.0,53.0
2011-04-19,1102875,11464.0,53.0
2011-04-20,1111375,11555.0,53.0
2011-04-21,1098500,11417.0,53.0
2011-04-22,1098500,11417.0,53.0
2011-04-23,1098500,11417.0,53.0
2011-04-24,1098500,11417.0,53.0
2011-04-25,1082875,11251.0,53.0
2011-04-26,1109375,11533.0,53.0
2011-04-27,1099500,11428.0,53.0
2011-04-28,1100625,11440.0,53.0
2011-04-29,1099375,11427.0,53.0
2011-04-30,1099375,11427.0,53.0
2011-05-01,1099375,11427.0,53.0
2011-05-02,1114375,11587.0,53.0
2011-05-03,1109000,11529.0,53.0
2011-05-04,1070375,11117.0,53.0
2011-05-05,1047750,10876.0,53.0
2011-05-06,1050125,10901.0,53.0
2011-05-07,1050125,10901.0,53.0
2011-05-08,1050125,10901.0,53.0
2011-05-09,1061000,11017.0,53.0
2011-05-10,1038500,10777.0,53.0
2011-05-11,1017250,10551.0,53.0
2011-05-12,1016750,10545.0,53.0
2011-05-13,1004250,10412.0,53.0
2011-05-14,1004250,10412.0,53.0
2011-05-15,1004250,10412.0,53.0
2011-05-16,998000,10345.0,53.0
2011-05-17,1009500,10468.0,53.0
2011-05-18,1019875,10579.0,53.0
2011-05-19,995125,10315.0,53.0
2011-05-20,982000,10175.0,53.0
2011-05-21,982000,10175.0,53.0
2011-05-22,982000,10175.0,53.0
2011-05-23,1000750,10375.0,53.0
2011-05-24,1000000,10367.0,53.0
2011-05-25,1012125,10496.0,53.0
2011-05-26,1011500,10489.0,53.0
2011-05-27,989785,10259.0,53.0
2011-05-28,989785,10259.0,53.0
2011-05-29,989785,10259.0,53.0
2011-05-30,989785,10259.0,53.0
2011-05-31,986375,10221.0,53.0
2011-06-01,957625,9915.0,53.0
2011-06-02,968375,10029.0,53.0
2011-06-03,1001750,10385.0,53.0
2011-06-04,1001750,10385.0,53.0
2011-06-05,1001750,10385.0,53.0
2011-06-06,963125,9973.0,53.0
2011-06-07,963375,9976.0,53.0
2011-06-08,973000,10079.0,53.0
2011-06-09,985250,10279.0,53.0
2011-06-10,994000,10303.0,53.0
2011-06-11,994000,10303.0,53.0
2011-06-12,994000,10303.0,53.0
2011-06-13,1003875,10408.0,53.0
2011-06-14,1001125,10379.0,53.0
2011-06-15,990875,10279.0,53.0
2011-06-16,978000,10132.0,53.0
2011-06-17,942500,9753.0,53.0
2011-06-18,942500,9753.0,53.0
2011-06-19,942500,9753.0,53.0
2011-06-20,915250,9463.0,53.0
2011-06-21,921125,9525.0,53.0
2011-06-22,918750,9500.0,53.0
